Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X1,2019,North America,Blue,Petrol,Automatic,2.3,131057,65133,7081,High
i8,2019,South America,White,Petrol,Automatic,4.7,69371,31709,6458,Low
M3,2023,Europe,Red,Petrol,Automatic,1.7,159433,83009,215,Low
X5,2018,South America,Red,Electric,Manual,3.0,29294,112830,2768,Low
M5,2019,Europe,Blue,Petrol,Automatic,4.6,124983,114539,5359,Low
M5,2022,Africa,Grey,Petrol,Manual,2.6,185369,108495,197,Low
i3,2020,Asia,Black,Electric,Automatic,2.9,150855,45778,4816,Low
i3,2022,North America,White,Petrol,Automatic,1.6,157485,94162,1830,Low
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,6917,Low
M3,2014,South America,Red,Petrol,Manual,4.7,108564,74783,9260,High
X5,2018,North America,Silver,Electric,Manual,3.5,118550,31497,5477,Low
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,1903,Low
M3,2014,Europe,Red,Petrol,Automatic,4.7,177247,75199,6032,Low
i8,2017,Europe,White,Petrol,Automatic,1.6,187653,56981,3345,Low
M5,2014,Middle East,White,Diesel,Automatic,2.8,46000,103494,796,Low
X5,2016,Africa,Black,Electric,Automatic,3.4,117486,87403,4619,Low
X6,2022,Africa,Silver,Diesel,Automatic,2.6,151529,88249,4363,Low
X5,2016,Europe,Grey,Petrol,Manual,3.3,121053,65419,3585,Low
M3,2018,Middle East,Blue,Diesel,Manual,3.4,66819,41677,8811,High
X3,2018,North America,Black,Diesel,Automatic,3.8,51425,95134,1389,Low
M3,2023,North America,Black,Hybrid,Manual,2.5,123160,102305,3627,Low
X3,2021,Europe,White,Hybrid,Automatic,4.5,65326,31296,8461,High
i3,2022,Africa,Grey,Petrol,Automatic,4.0,103831,41040,9429,High
X1,2018,Africa,Grey,Hybrid,Automatic,3.6,110273,58221,3978,Low
M5,2016,Africa,Red,Electric,Automatic,2.9,177484,52744,4603,Low
i3,2021,North America,Silver,Hybrid,Automatic,4.7,89491,87082,5177,Low
X6,2023,North America,White,Electric,Automatic,2.5,100722,104125,2212,Low
X3,2024,Africa,Blue,Hybrid,Manual,1.5,84641,111418,3378,Low
X5,2024,South America,Blue,Electric,Automatic,4.4,199,114283,3120,Low
i3,2014,Africa,Black,Diesel,Manual,2.1,62836,38101,874,Low
M5,2018,Asia,White,Petrol,Automatic,3.3,174744,63716,1871,Low
X5,2014,Europe,Silver,Petrol,Automatic,2.6,85840,57668,2823,Low
M3,2016,Africa,Red,Electric,Automatic,4.0,53730,44441,1074,Low
X1,2016,Middle East,Grey,Electric,Automatic,2.2,188180,115174,8701,High
X5,2019,Europe,Silver,Petrol,Manual,3.9,73732,99005,6990,Low
X5,2019,Middle East,Grey,Hybrid,Automatic,2.8,132020,95587,5083,Low
M3,2016,South America,Black,Petrol,Manual,4.4,169199,69403,9608,High
M5,2019,Middle East,White,Petrol,Automatic,3.5,50494,113907,9224,High
i3,2014,South America,Black,Hybrid,Manual,1.5,10138,90196,3804,Low
M3,2016,North America,Black,Hybrid,Automatic,2.9,66974,33594,2417,Low
X6,2020,Europe,Blue,Diesel,Manual,4.1,137108,89344,8818,High
M5,2020,South America,Red,Petrol,Manual,4.3,169167,92844,8614,High
M3,2019,North America,Blue,Petrol,Manual,3.4,4857,104893,9900,High
M3,2021,Europe,Grey,Diesel,Automatic,3.5,84049,85372,1724,Low
X3,2016,North America,Silver,Petrol,Automatic,3.3,97670,35741,5841,Low
X3,2017,North America,Silver,Hybrid,Automatic,2.4,79307,76966,6662,Low
X3,2020,Middle East,Silver,Petrol,Automatic,2.7,166020,78675,9153,High
M3,2019,Asia,Red,Petrol,Automatic,4.9,187708,82112,1457,Low
X5,2014,Middle East,Black,Electric,Manual,4.9,199447,43917,6265,Low
X5,2022,Asia,Silver,Diesel,Manual,2.0,66794,51179,3335,Low
i3,2017,Europe,Red,Electric,Automatic,2.9,91260,119648,1619,Low
i3,2022,South America,White,Electric,Automatic,3.3,134766,86577,6215,Low
X1,2015,Europe,Silver,Petrol,Automatic,3.4,176923,50570,3300,Low
X5,2018,Middle East,Grey,Petrol,Manual,4.7,163376,79389,6034,Low
X5,2022,Africa,Red,Diesel,Automatic,1.7,139011,98740,7050,High
X5,2015,North America,Red,Electric,Manual,4.6,129916,50937,4686,Low
X5,2021,North America,Black,Hybrid,Manual,1.8,72036,36771,2957,Low
i3,2024,South America,Red,Hybrid,Manual,2.9,107227,34505,5673,Low
X1,2021,Africa,Black,Hybrid,Manual,2.3,196771,68785,8717,High
X1,2015,Middle East,Blue,Petrol,Manual,3.8,62335,89768,5239,Low
X3,2016,North America,Silver,Petrol,Automatic,2.0,198074,105970,6821,Low
X1,2020,South America,Silver,Petrol,Automatic,4.8,168607,64501,7138,High
i8,2019,Europe,Black,Hybrid,Manual,3.6,136556,78109,5215,Low
X5,2019,Africa,White,Electric,Manual,3.7,143332,50442,6154,Low
X3,2016,Middle East,Red,Hybrid,Manual,2.7,81599,104110,224,Low
i8,2023,Europe,Black,Electric,Automatic,2.2,91651,73424,7060,High
M5,2022,North America,White,Electric,Automatic,4.8,125696,36317,7146,High
i3,2022,North America,Red,Electric,Automatic,2.8,156881,68479,8925,High
i3,2021,South America,Blue,Petrol,Automatic,2.0,154446,68456,908,Low
M5,2019,Middle East,Silver,Diesel,Manual,2.7,147752,35732,8092,High
X1,2021,South America,Silver,Hybrid,Automatic,3.1,51316,82274,7063,High
X1,2017,South America,Black,Diesel,Manual,4.0,108002,57393,5477,Low
X3,2022,Africa,Silver,Hybrid,Manual,4.0,67459,54655,1180,Low
X6,2024,Africa,Blue,Petrol,Automatic,3.2,177835,72395,1626,Low
X6,2022,Asia,Grey,Petrol,Automatic,3.5,193767,116538,8197,High
X6,2021,South America,Black,Hybrid,Manual,3.5,195411,77593,9885,High
M3,2023,South America,Silver,Hybrid,Manual,4.0,52339,32659,9573,High
X6,2018,North America,Grey,Diesel,Automatic,4.0,110555,107478,5061,Low
i3,2021,Europe,Red,Petrol,Automatic,4.2,22394,31157,3118,Low
X5,2018,Africa,Blue,Hybrid,Manual,4.0,116302,65102,2217,Low
M3,2017,Asia,Red,Electric,Manual,1.9,66132,71125,6440,Low
i3,2015,South America,Red,Diesel,Automatic,3.3,154238,47032,9316,High
i8,2014,Africa,Blue,Diesel,Manual,3.0,85535,113241,9160,High
i8,2019,North America,Red,Petrol,Automatic,1.6,47716,101190,6161,Low
X1,2022,South America,Silver,Diesel,Manual,3.7,116511,89012,7077,High
i8,2024,Middle East,Black,Petrol,Automatic,2.4,92454,118386,8677,High
X1,2015,South America,Blue,Diesel,Automatic,3.7,169138,94948,3389,Low
i8,2014,South America,Black,Diesel,Manual,3.0,79503,64984,5106,Low
X6,2020,Middle East,Black,Petrol,Automatic,4.6,102694,89134,9161,High
i8,2024,North America,Silver,Hybrid,Automatic,3.4,31725,85692,3638,Low
X1,2018,North America,Black,Diesel,Automatic,1.6,55366,94893,171,Low
X1,2023,North America,Black,Electric,Automatic,4.3,94402,52338,1818,Low
i8,2024,Middle East,Grey,Petrol,Manual,2.2,176945,71133,3712,Low
X3,2024,Asia,Silver,Petrol,Manual,4.8,29173,60289,7710,High
X1,2015,Europe,Black,Electric,Manual,4.4,117408,118444,395,Low
M5,2015,Europe,White,Petrol,Manual,4.1,154289,66188,9951,High
M5,2016,South America,White,Electric,Manual,4.5,184303,33218,2859,Low
i8,2021,South America,Blue,Petrol,Automatic,2.6,60409,106759,7792,High
i8,2019,Asia,Silver,Petrol,Automatic,3.7,137601,45015,4434,Low
i8,2017,North America,Blue,Hybrid,Automatic,4.1,33338,106667,6742,Low
M5,2021,Middle East,Silver,Petrol,Manual,1.8,158910,60717,5724,Low
X6,2017,Europe,Red,Petrol,Automatic,4.4,68925,101449,8963,High
M3,2021,North America,Grey,Hybrid,Automatic,4.9,106579,73418,2040,Low
i8,2014,South America,Blue,Electric,Manual,2.9,186497,65060,3768,Low
X5,2017,Asia,Silver,Petrol,Automatic,2.3,81670,73274,7702,High
X1,2021,North America,Silver,Hybrid,Automatic,2.3,131445,108107,4883,Low
X6,2019,Africa,Black,Hybrid,Manual,4.7,57991,51932,327,Low
X1,2017,Asia,Silver,Hybrid,Manual,1.8,9101,59738,3962,Low
i3,2019,Europe,Black,Petrol,Manual,3.4,26966,118571,3768,Low
i3,2021,Middle East,Red,Diesel,Automatic,3.5,18186,105635,1127,Low
X1,2021,Asia,Red,Hybrid,Manual,4.0,38752,119552,5485,Low
i8,2014,Asia,White,Diesel,Manual,4.4,130314,35639,2799,Low
M3,2018,Europe,Black,Hybrid,Manual,3.1,97253,97324,9357,High
M5,2020,Middle East,White,Hybrid,Manual,2.6,93969,94689,356,Low
i3,2015,North America,Silver,Hybrid,Manual,2.2,49755,86534,7926,High
M3,2018,North America,Grey,Diesel,Automatic,1.6,120157,117237,8586,High
M3,2014,Asia,Grey,Diesel,Manual,3.8,44713,56712,1738,Low
X1,2022,Asia,Grey,Petrol,Automatic,1.8,158495,53776,450,Low
X5,2021,Europe,Blue,Electric,Automatic,2.5,159267,67930,1636,Low
i3,2022,South America,Grey,Hybrid,Automatic,3.5,174985,117256,1633,Low
X6,2023,Europe,Black,Hybrid,Manual,3.0,118642,65469,2441,Low
X1,2015,South America,White,Hybrid,Automatic,2.5,40390,104445,4724,Low
X1,2014,Africa,Silver,Diesel,Automatic,4.9,25752,70903,3054,Low
X3,2024,Europe,Black,Electric,Automatic,2.8,175560,57989,1171,Low
M5,2018,Europe,Grey,Electric,Automatic,3.3,122375,101165,9984,High
M3,2020,Africa,Black,Petrol,Automatic,2.8,140877,58024,3842,Low
M3,2022,Europe,Grey,Petrol,Manual,2.8,160092,107369,8924,High
X3,2014,South America,White,Hybrid,Manual,4.1,29824,89522,7315,High
X6,2024,Africa,Silver,Hybrid,Automatic,4.1,20712,80949,3613,Low
i8,2020,South America,Grey,Hybrid,Automatic,1.8,52517,38246,363,Low
X3,2014,Middle East,Grey,Petrol,Automatic,3.0,43177,98481,8961,High
X5,2019,North America,Black,Petrol,Manual,4.0,128251,48576,2819,Low
X5,2018,Asia,Grey,Petrol,Automatic,1.7,163846,40124,8149,High
X6,2015,Africa,Black,Diesel,Manual,2.8,75754,97287,8677,High
X5,2020,South America,Grey,Hybrid,Automatic,2.2,44749,75453,4269,Low
X1,2020,Africa,Grey,Diesel,Manual,4.8,45000,79080,3621,Low
X6,2022,Middle East,White,Diesel,Manual,2.5,93721,98297,4590,Low
i3,2018,Asia,Silver,Electric,Automatic,2.0,42039,55187,4302,Low
X5,2024,Asia,Silver,Hybrid,Automatic,3.7,58429,78458,2300,Low
X3,2014,Asia,Blue,Hybrid,Manual,2.5,148863,64510,1693,Low
X3,2024,Europe,Silver,Diesel,Manual,3.8,48004,33214,9521,High
X6,2014,Asia,Black,Petrol,Manual,4.7,165214,113268,1777,Low
X5,2015,Africa,Silver,Petrol,Manual,1.7,40365,119178,3290,Low
X3,2014,North America,Red,Diesel,Manual,3.0,140851,39388,8413,High
i8,2016,Africa,Silver,Petrol,Automatic,2.8,73090,31447,8134,High
X1,2014,Europe,Blue,Electric,Automatic,3.0,197977,65328,3997,Low
i8,2014,North America,Black,Diesel,Automatic,2.2,147408,104408,4135,Low
X5,2019,Middle East,Silver,Petrol,Automatic,4.7,137693,63480,4498,Low
M5,2014,North America,Black,Electric,Manual,4.0,179185,48803,5774,Low
X5,2018,Europe,White,Diesel,Automatic,2.4,33911,69138,4366,Low
X1,2023,Middle East,Grey,Petrol,Automatic,2.6,174282,102510,1523,Low
X3,2022,Middle East,Black,Diesel,Manual,3.6,104677,32200,5230,Low
M3,2022,Africa,Grey,Diesel,Automatic,2.6,75040,47220,2110,Low
i3,2021,Asia,White,Diesel,Manual,3.1,197135,85400,2031,Low
X6,2024,South America,Silver,Hybrid,Manual,4.9,194773,33869,934,Low
X3,2017,Middle East,Grey,Petrol,Manual,4.4,111188,83045,6111,Low
i3,2019,Middle East,Blue,Hybrid,Automatic,3.2,189982,46036,9115,High
M5,2015,Asia,White,Electric,Automatic,3.9,140787,73348,3867,Low
X3,2015,Africa,Black,Hybrid,Automatic,3.4,194161,67357,9727,High
X6,2020,South America,White,Diesel,Manual,3.8,112386,112855,758,Low
i3,2021,North America,Red,Petrol,Automatic,2.0,183969,76608,5680,Low
i8,2015,South America,Grey,Electric,Automatic,3.6,4233,38101,138,Low
X6,2021,Europe,Blue,Petrol,Manual,2.0,10405,117454,6238,Low
M5,2023,Asia,Grey,Diesel,Manual,1.6,199654,98512,3277,Low
M3,2020,Asia,Black,Petrol,Automatic,1.9,29414,102395,7612,High
X5,2024,Asia,Red,Hybrid,Automatic,2.5,163839,100168,3599,Low
X3,2016,North America,Blue,Petrol,Manual,4.3,192201,105953,6089,Low
X3,2014,North America,White,Petrol,Manual,1.6,133345,35383,2744,Low
X5,2023,Europe,Red,Hybrid,Manual,1.5,30781,34923,8937,High
M3,2016,Europe,Blue,Hybrid,Automatic,4.4,64277,116021,1162,Low
X6,2021,Middle East,Silver,Electric,Manual,4.2,15012,45477,9914,High
i3,2015,Middle East,White,Diesel,Automatic,2.6,27808,88667,1033,Low
M5,2023,Europe,Red,Hybrid,Automatic,4.7,16632,65366,537,Low
X3,2024,Middle East,Black,Petrol,Automatic,3.5,8217,115703,2498,Low
X3,2020,Africa,Silver,Petrol,Manual,4.6,158864,93416,2177,Low
X1,2018,Europe,Silver,Diesel,Automatic,4.4,63728,49735,4287,Low
i8,2015,Asia,Black,Hybrid,Automatic,4.5,107844,83167,5864,Low
M5,2024,South America,Blue,Electric,Manual,2.0,155175,76924,1796,Low
X5,2021,South America,Red,Hybrid,Manual,4.3,26800,72937,1973,Low
M3,2016,Europe,Grey,Electric,Manual,2.2,105264,35159,177,Low
M5,2019,Africa,Black,Electric,Automatic,1.5,70021,61812,2968,Low
M5,2014,Europe,White,Electric,Manual,4.4,73268,98749,335,Low
X3,2022,Africa,White,Diesel,Automatic,3.2,576,96752,7370,High
X1,2019,North America,Silver,Hybrid,Automatic,2.9,161739,84224,4278,Low
X5,2019,Africa,Blue,Diesel,Automatic,4.2,36951,113833,5009,Low
X5,2017,Middle East,Silver,Diesel,Automatic,1.5,157978,35200,9889,High
X1,2014,Africa,Blue,Electric,Manual,1.7,159182,61894,6198,Low
X1,2014,Africa,Grey,Hybrid,Manual,3.0,87109,72738,7967,High
X5,2022,Middle East,Blue,Hybrid,Manual,3.3,25709,60203,4029,Low
i8,2023,Europe,Silver,Electric,Automatic,2.8,157862,40807,3505,Low
i3,2020,South America,Blue,Petrol,Automatic,2.1,180600,38450,1393,Low
i3,2024,Europe,Black,Hybrid,Automatic,3.8,75550,84588,8537,High
X6,2018,Middle East,Blue,Petrol,Automatic,3.0,94408,41627,3712,Low
X5,2016,North America,Silver,Petrol,Manual,4.3,25851,34564,7619,High
M3,2016,Middle East,Black,Petrol,Automatic,4.7,183087,73250,4446,Low
M3,2024,Europe,Red,Hybrid,Manual,3.6,27329,40543,9239,High
X3,2020,Asia,Black,Electric,Manual,4.1,120756,79036,3133,Low
X1,2017,Europe,Silver,Diesel,Automatic,3.5,133166,36924,6617,Low
M5,2017,Asia,Blue,Diesel,Manual,4.6,27254,67427,4375,Low
i3,2018,Europe,Black,Petrol,Manual,2.2,140763,74133,1374,Low
i3,2019,South America,Black,Petrol,Manual,4.0,59439,68850,8015,High
X3,2014,Africa,Blue,Electric,Manual,2.1,194557,48979,9146,High
X6,2014,Middle East,Black,Electric,Automatic,2.3,49146,92416,3044,Low
X3,2019,North America,Blue,Petrol,Automatic,2.6,101035,51588,3715,Low
X3,2022,South America,Black,Diesel,Manual,2.1,95568,59355,3850,Low
X1,2015,Middle East,Black,Electric,Manual,3.2,167427,69322,4441,Low
M3,2014,Africa,Grey,Electric,Automatic,4.5,36266,108677,8678,High
X1,2019,Europe,White,Hybrid,Automatic,4.1,88013,76899,9933,High
X1,2023,South America,Red,Electric,Automatic,2.5,91220,51804,4142,Low
M5,2019,Europe,Red,Petrol,Automatic,4.3,88782,59395,6480,Low
i8,2020,Middle East,Silver,Hybrid,Automatic,2.0,40623,108861,6462,Low
M3,2019,Europe,Silver,Petrol,Manual,3.7,135833,42239,7679,High
M3,2018,North America,Grey,Diesel,Automatic,4.3,122955,36293,618,Low
i3,2024,North America,Blue,Electric,Manual,4.2,152179,93988,2084,Low
M5,2018,Africa,White,Diesel,Manual,2.5,21175,41837,4802,Low
M5,2015,Asia,Red,Hybrid,Automatic,1.8,54636,116729,4766,Low
X6,2024,Europe,Grey,Diesel,Manual,2.1,75841,108867,6839,Low
i8,2017,Middle East,White,Petrol,Automatic,1.8,52327,74005,8478,High
M3,2023,Asia,Black,Electric,Automatic,2.4,196238,109772,1993,Low
X1,2020,Middle East,Blue,Diesel,Manual,3.1,59102,64022,9842,High
M3,2022,Asia,Red,Hybrid,Manual,4.6,156811,88747,775,Low
X3,2017,Africa,Grey,Petrol,Automatic,2.0,81545,86709,4401,Low
M3,2022,North America,Silver,Electric,Manual,2.7,103901,105252,6981,Low
M5,2024,Europe,Black,Diesel,Automatic,3.9,70998,59653,2064,Low
X6,2024,North America,Blue,Hybrid,Manual,1.6,19430,91957,6582,Low
M5,2017,Asia,Grey,Electric,Automatic,2.0,83383,63641,3597,Low
X5,2023,Middle East,Red,Diesel,Automatic,4.0,146310,60096,7480,High
M3,2019,Africa,Silver,Electric,Automatic,3.7,159856,100854,1320,Low
M5,2021,North America,Black,Petrol,Automatic,3.2,198523,64803,6044,Low
i3,2016,Europe,Black,Petrol,Manual,3.9,167437,74801,9549,High
X6,2023,Europe,Black,Electric,Automatic,4.2,132964,61017,8566,High
i3,2017,Asia,Silver,Diesel,Automatic,4.9,18561,90174,6181,Low
X5,2019,Europe,Silver,Petrol,Manual,3.9,116837,38350,2140,Low
X5,2023,Asia,Red,Electric,Manual,3.5,115949,31097,4379,Low
M5,2024,Asia,Silver,Electric,Automatic,3.0,149252,76673,9265,High
X6,2016,South America,White,Diesel,Automatic,1.6,130713,116123,8858,High
i3,2020,Asia,Red,Petrol,Manual,3.0,75606,53784,6190,Low
M5,2024,Asia,Silver,Petrol,Manual,3.2,105447,43118,3087,Low
X3,2021,South America,Blue,Electric,Automatic,4.8,179860,41973,222,Low
M5,2022,Africa,Silver,Diesel,Automatic,1.9,11640,33902,6211,Low
X1,2019,North America,Blue,Electric,Manual,2.8,116545,106216,9574,High
M3,2015,Europe,Grey,Electric,Automatic,5.0,173825,61639,1877,Low
X1,2024,South America,Black,Hybrid,Automatic,5.0,142020,75014,6320,Low
M3,2016,Europe,Blue,Hybrid,Manual,2.1,94861,66017,1583,Low
X3,2014,South America,Blue,Electric,Manual,3.4,138819,109925,762,Low
X5,2021,South America,Blue,Diesel,Manual,2.3,51904,30422,3831,Low
X5,2019,South America,Grey,Electric,Manual,3.7,25895,79992,1777,Low
X5,2016,Asia,Silver,Petrol,Automatic,4.8,146069,60342,897,Low
i8,2016,Asia,Silver,Diesel,Manual,2.5,173887,71493,883,Low
M3,2015,South America,Silver,Petrol,Automatic,1.7,99999,76791,7901,High
i3,2023,Europe,White,Hybrid,Automatic,1.8,191913,61119,676,Low
M5,2021,South America,Red,Hybrid,Manual,3.2,8848,36549,4354,Low
i3,2022,Asia,Grey,Hybrid,Automatic,1.7,61486,110653,9176,High
X1,2018,Middle East,Black,Hybrid,Automatic,2.5,106033,103111,2847,Low
X5,2019,South America,Black,Hybrid,Manual,2.8,114796,119876,3954,Low
i8,2018,Asia,Red,Hybrid,Automatic,3.7,112653,86063,1167,Low
i8,2024,North America,White,Diesel,Automatic,4.6,143510,119962,4352,Low
X3,2015,Middle East,Blue,Hybrid,Automatic,2.0,23062,111285,1698,Low
X6,2024,Middle East,Grey,Hybrid,Manual,1.9,97195,65399,7187,High
i8,2017,Africa,Black,Hybrid,Automatic,3.4,107908,71824,2809,Low
i3,2021,North America,Blue,Electric,Automatic,4.3,9416,93796,9572,High
M5,2019,Europe,White,Electric,Automatic,3.5,24085,111010,4931,Low
X5,2018,North America,Grey,Hybrid,Manual,3.7,210,40927,1508,Low
i8,2014,North America,Black,Hybrid,Automatic,4.4,8772,71851,7517,High
X6,2019,Africa,Grey,Petrol,Manual,3.8,29316,51376,7301,High
X5,2020,Middle East,White,Electric,Automatic,2.0,28902,115270,7583,High
M5,2020,Middle East,Grey,Electric,Manual,3.9,174809,101761,1760,Low
X5,2022,South America,White,Electric,Automatic,4.5,5755,68667,9360,High
i8,2015,South America,Blue,Diesel,Automatic,2.9,6666,40108,1464,Low
i3,2014,Middle East,Red,Hybrid,Manual,4.9,67395,75381,8317,High
M3,2018,South America,Blue,Electric,Manual,2.3,191344,52930,7242,High
M5,2014,South America,Red,Hybrid,Manual,2.8,95581,46154,8681,High
X5,2015,Africa,Grey,Diesel,Manual,4.8,10290,49900,7360,High
X5,2014,Africa,Grey,Hybrid,Automatic,2.5,22073,37997,1991,Low
i8,2016,Africa,Black,Hybrid,Automatic,3.3,87806,61252,1606,Low
X3,2023,North America,Black,Hybrid,Automatic,2.6,44940,56937,3029,Low
M5,2020,North America,Blue,Diesel,Manual,4.3,144106,98779,7794,High
X1,2023,Africa,Blue,Electric,Manual,4.7,187625,76798,6747,Low
X1,2023,North America,Blue,Diesel,Automatic,4.1,142234,32784,8250,High
M5,2024,Asia,Blue,Petrol,Automatic,2.4,139076,88696,1424,Low
X5,2016,South America,Silver,Petrol,Manual,3.6,106068,77612,5598,Low
M3,2016,Europe,Blue,Diesel,Automatic,2.9,76815,58994,4411,Low
X3,2024,Africa,Red,Diesel,Manual,4.1,15702,76382,5799,Low
X1,2017,Europe,Blue,Electric,Automatic,2.5,28819,33594,6145,Low
X6,2020,Middle East,Blue,Petrol,Automatic,3.5,145629,76088,6997,Low
X1,2024,North America,Grey,Petrol,Manual,3.0,182647,82874,1404,Low
X1,2015,North America,Red,Electric,Manual,2.2,137336,86268,3443,Low
i8,2015,Middle East,Blue,Diesel,Automatic,3.7,153278,30889,9853,High
X1,2023,Middle East,Silver,Electric,Manual,1.6,155090,93400,1567,Low
X6,2015,Europe,Red,Hybrid,Manual,3.1,121001,62931,6319,Low
X5,2023,South America,White,Petrol,Automatic,3.5,109321,52382,5464,Low
M3,2018,Middle East,Silver,Diesel,Automatic,2.9,104622,36743,6037,Low
X5,2024,Africa,Black,Hybrid,Manual,4.8,99771,48752,521,Low
X6,2020,Middle East,Silver,Petrol,Automatic,3.4,1468,56962,5175,Low
X3,2017,North America,Black,Electric,Automatic,4.3,51769,88233,5313,Low
X5,2019,Middle East,Red,Electric,Automatic,4.1,141561,62469,9345,High
M5,2022,Asia,Blue,Petrol,Manual,2.2,106054,47495,1975,Low
X6,2021,Europe,Red,Petrol,Manual,3.5,115204,55516,6115,Low
i3,2024,Asia,Red,Electric,Manual,4.4,104720,118841,3863,Low
X6,2023,Asia,Black,Electric,Automatic,2.6,80215,76115,9306,High
X3,2015,Asia,Black,Hybrid,Manual,3.5,160639,77685,2588,Low
X1,2014,North America,Silver,Diesel,Automatic,2.2,63889,119081,6309,Low
M5,2023,South America,Silver,Hybrid,Manual,2.8,6126,86600,5511,Low
i8,2024,North America,Grey,Hybrid,Automatic,2.3,105412,106815,437,Low
X5,2022,Middle East,Grey,Electric,Automatic,2.5,110223,48932,4199,Low
X3,2015,North America,White,Electric,Automatic,2.4,159008,57756,1564,Low
M3,2017,Asia,Blue,Electric,Manual,3.9,94375,78956,3083,Low
X5,2014,North America,Blue,Hybrid,Automatic,3.2,14500,80260,8642,High
M5,2016,North America,Red,Hybrid,Automatic,2.9,192999,52104,4877,Low
X1,2019,Europe,Grey,Hybrid,Manual,4.8,22090,82356,721,Low
X6,2021,Europe,Blue,Petrol,Manual,2.6,164379,50817,4788,Low
X3,2017,South America,Grey,Electric,Automatic,3.8,155250,59598,777,Low
M5,2014,Europe,Black,Diesel,Automatic,3.1,29447,90015,3788,Low
M3,2018,North America,Silver,Hybrid,Manual,4.1,123434,74495,1786,Low
i3,2018,South America,Blue,Hybrid,Manual,2.7,171574,45933,8572,High
X5,2024,Middle East,Silver,Hybrid,Manual,4.6,116751,76064,6616,Low
i3,2017,Middle East,Red,Diesel,Automatic,2.8,91459,70414,2425,Low
X3,2024,Europe,White,Petrol,Manual,2.6,49693,66906,9148,High
X1,2014,Africa,Grey,Petrol,Manual,4.7,23308,55674,879,Low
X3,2023,Middle East,Silver,Petrol,Manual,5.0,59118,43018,6441,Low
M5,2021,South America,White,Hybrid,Automatic,3.2,142911,71212,5723,Low
M5,2017,South America,Black,Hybrid,Automatic,3.7,122633,54503,1341,Low
X3,2020,Asia,Silver,Petrol,Manual,3.6,169394,77216,952,Low
X6,2018,Middle East,Red,Diesel,Automatic,3.2,171776,71587,329,Low
X3,2015,North America,Grey,Hybrid,Automatic,1.5,81806,76510,4911,Low
X1,2021,South America,Grey,Petrol,Automatic,2.5,57736,49523,3788,Low
